TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
4:56 PM,72.0,59.0,64,29.97,10.0,North,5.8,-,N/A,,Mostly Cloudy,360,2015-03-14 23:56:00
5:56 PM,75.9,53.1,45,29.96,10.0,East,4.6,-,N/A,,Mostly Cloudy,100,2015-03-15 00:56:00
6:56 PM,80.1,41.0,25,29.96,10.0,South,9.2,-,N/A,,Mostly Cloudy,180,2015-03-15 01:56:00
7:56 PM,72.0,51.1,48,29.97,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-03-15 02:56:00
8:56 PM,66.9,57.9,73,29.97,10.0,NNE,8.1,-,N/A,,Mostly Cloudy,30,2015-03-15 03:56:00
9:56 PM,73.0,44.1,35,29.99,10.0,SE,3.5,-,N/A,,Mostly Cloudy,130,2015-03-15 04:56:00
10:56 PM,71.1,45.0,39,30.02,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-03-15 05:56:00
11:56 PM,72.0,42.1,34,29.99,10.0,South,11.5,-,N/A,,Mostly Cloudy,190,2015-03-15 06:56:00


12:56 AM,69.1,41.0,36,29.99,10.0,WSW,3.5,-,N/A,,Mostly Cloudy,240,2015-03-15 07:56:00
1:56 AM,68.0,42.1,39,30.00,10.0,South,6.9,-,N/A,,Mostly Cloudy,180,2015-03-15 08:56:00
2:56 AM,68.0,44.1,42,30.00,10.0,South,10.4,-,N/A,,Mostly Cloudy,170,2015-03-15 09:56:00
3:56 AM,66.9,45.0,45,29.99,10.0,South,8.1,-,N/A,,Mostly Cloudy,180,2015-03-15 10:56:00
4:56 AM,68.0,44.1,42,29.98,10.0,South,4.6,-,N/A,,Clear,180,2015-03-15 11:56:00
5:56 AM,64.9,55.0,70,29.99,10.0,ENE,3.5,-,N/A,,Scattered Clouds,70,2015-03-15 12:56:00
6:56 AM,64.0,46.0,52,30.00,10.0,SSW,3.5,-,N/A,,Mostly Cloudy,210,2015-03-15 13:56:00
7:56 AM,64.0,48.9,58,30.04,10.0,WSW,13.8,-,N/A,,Mostly Cloudy,240,2015-03-15 14:56:00
8:56 AM,64.0,54.0,70,30.07,10.0,SW,10.4,-,N/A,,Mostly Cloudy,220,2015-03-15 15:56:00
9:56 AM,64.0,55.0,73,30.10,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-03-15 16:56:00
10:56 AM,64.9,50.0,58,30.09,10.0,South,5.8,-,N/A,,Mostly Cloudy,190,2015-03-15 17:56:00
11:56 AM,68.0,48.9,50,30.08,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-03-15 18:56:00
12:56 PM,69.1,53.1,57,30.08,10.0,NNW,11.5,-,N/A,,Mostly Cloudy,340,2015-03-15 19:56:00
1:56 PM,68.0,55.9,65,30.07,10.0,WNW,16.1,-,N/A,,Mostly Cloudy,290,2015-03-15 20:56:00
2:56 PM,68.0,51.8,56,30.07,10.0,West,13.8,-,N/A,,Overcast,280,2015-03-15 21:56:00
3:56 PM,66.9,54.0,63,30.06,10.0,NW,12.7,-,N/A,,Overcast,320,2015-03-15 22:56:00
4:56 PM,66.9,52.0,59,30.06,10.0,WNW,11.5,-,N/A,,Mostly Cloudy,290,2015-03-15 23:56:00
5:56 PM,66.0,44.1,45,30.04,10.0,WNW,11.5,-,N/A,,Mostly Cloudy,290,2015-03-16 00:56:00
6:56 PM,63.0,39.9,43,30.02,10.0,WNW,10.4,-,N/A,,Mostly Cloudy,290,2015-03-16 01:56:00
7:56 PM,60.1,46.0,60,30.03,10.0,WNW,10.4,-,N/A,,Mostly Cloudy,290,2015-03-16 02:56:00
8:56 PM,61.0,48.0,62,30.05,10.0,West,18.4,-,N/A,,Mostly Cloudy,280,2015-03-16 03:56:00
9:56 PM,60.1,54.0,80,30.05,10.0,West,11.5,-,N/A,,Mostly Cloudy,280,2015-03-16 04:56:00
10:56 PM,60.1,54.0,80,30.06,10.0,West,16.1,-,N/A,,Mostly Cloudy,280,2015-03-16 05:56:00
11:56 PM,59.0,57.0,93,30.04,10.0,WNW,11.5,-,N/A,,Scattered Clouds,290,2015-03-16 06:56:00


12:56 AM,59.0,57.0,93,30.04,10.0,West,8.1,-,N/A,,Scattered Clouds,280,2015-03-16 07:56:00
1:56 AM,59.0,55.9,90,30.04,10.0,West,6.9,-,N/A,,Scattered Clouds,260,2015-03-16 08:56:00
2:56 AM,60.1,55.0,83,30.03,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2015-03-16 09:56:00
3:56 AM,57.9,55.9,93,30.02,10.0,West,4.6,-,N/A,,Mostly Cloudy,280,2015-03-16 10:56:00
4:56 AM,57.9,57.0,97,30.02,10.0,WNW,8.1,-,N/A,,Mostly Cloudy,290,2015-03-16 11:56:00
5:56 AM,57.9,55.9,93,30.02,10.0,West,4.6,-,N/A,,Mostly Cloudy,280,2015-03-16 12:56:00
6:56 AM,59.0,55.0,87,30.03,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-03-16 13:56:00
7:56 AM,59.0,55.0,87,30.04,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-03-16 14:56:00
8:56 AM,60.1,55.9,86,30.06,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-03-16 15:56:00
9:56 AM,62.6,55.4,77,30.05,10.0,ESE,4.6,-,N/A,,Mostly Cloudy,120,2015-03-16 16:56:00
10:56 AM,63.0,57.9,84,30.05,10.0,ENE,5.8,-,N/A,,Mostly Cloudy,70,2015-03-16 17:56:00
11:56 AM,64.0,59.0,84,30.05,10.0,ENE,5.8,-,N/A,,Mostly Cloudy,70,2015-03-16 18:56:00
12:56 PM,64.9,57.0,75,30.05,10.0,NNE,4.6,-,N/A,,Mostly Cloudy,30,2015-03-16 19:56:00
1:56 PM,66.0,59.0,78,30.04,10.0,North,4.6,-,N/A,,Mostly Cloudy,360,2015-03-16 20:56:00
2:56 PM,66.9,54.0,63,30.03,10.0,Calm,Calm,-,N/A,,Overcast,0,2015-03-16 21:56:00
3:56 PM,66.0,53.1,63,30.02,10.0,WNW,10.4,-,N/A,,Overcast,290,2015-03-16 22:56:00
4:56 PM,66.9,51.1,57,30.01,10.0,WNW,9.2,-,N/A,,Overcast,300,2015-03-16 23:56:00
5:56 PM,64.9,54.0,68,30.02,10.0,West,15.0,-,N/A,,Overcast,280,2015-03-17 00:56:00
6:56 PM,64.0,54.0,70,30.01,10.0,WNW,8.1,-,N/A,,Overcast,290,2015-03-17 01:56:00
7:56 PM,63.0,54.0,72,30.02,10.0,West,10.4,-,N/A,,Mostly Cloudy,280,2015-03-17 02:56:00
8:56 PM,62.1,55.0,78,30.02,10.0,WNW,8.1,-,N/A,,Mostly Cloudy,290,2015-03-17 03:56:00
9:56 PM,62.1,52.0,70,30.04,10.0,WNW,8.1,-,N/A,,Mostly Cloudy,290,2015-03-17 04:56:00
10:56 PM,61.0,55.9,83,30.04,10.0,NW,6.9,-,N/A,,Overcast,310,2015-03-17 05:56:00
11:14 PM,60.8,55.4,82,30.05,10.0,West,10.4,-,N/A,,Mostly Cloudy,280,2015-03-17 06:14:00
11:56 PM,59.0,57.0,93,30.05,10.0,West,11.5,-,N/A,,Mostly Cloudy,280,2015-03-17 06:56:00


12:56 AM,59.0,54.0,83,30.06,10.0,WSW,10.4,-,N/A,,Mostly Cloudy,250,2015-03-17 07:56:00
1:56 AM,57.9,54.0,87,30.05,10.0,West,8.1,-,N/A,,Mostly Cloudy,270,2015-03-17 08:56:00
2:56 AM,57.0,55.0,93,30.07,10.0,West,18.4,-,N/A,,Mostly Cloudy,280,2015-03-17 09:56:00
3:56 AM,55.0,55.0,100,30.06,10.0,West,19.6,-,N/A,,Mostly Cloudy,280,2015-03-17 10:56:00
4:56 AM,55.0,54.0,96,30.06,10.0,West,16.1,-,N/A,,Mostly Cloudy,270,2015-03-17 11:56:00
5:56 AM,54.0,54.0,100,30.08,10.0,West,16.1,-,N/A,,Mostly Cloudy,280,2015-03-17 12:56:00
6:56 AM,54.0,53.1,97,30.11,10.0,West,15.0,-,N/A,,Overcast,270,2015-03-17 13:56:00
7:56 AM,54.0,52.0,93,30.11,10.0,West,15.0,-,N/A,,Mostly Cloudy,270,2015-03-17 14:56:00
8:56 AM,54.0,53.1,97,30.13,10.0,West,17.3,-,N/A,,Mostly Cloudy,270,2015-03-17 15:56:00
9:23 AM,55.4,51.8,88,30.13,10.0,West,18.4,25.3,N/A,,Mostly Cloudy,280,2015-03-17 16:23:00
9:56 AM,57.0,53.1,87,30.14,10.0,West,23.0,-,N/A,,Mostly Cloudy,280,2015-03-17 16:56:00
10:56 AM,59.0,51.1,75,30.14,10.0,West,23.0,-,N/A,,Mostly Cloudy,260,2015-03-17 17:56:00
11:56 AM,60.1,50.0,69,30.13,10.0,WNW,21.9,-,N/A,,Scattered Clouds,290,2015-03-17 18:56:00
12:56 PM,62.1,50.0,65,30.11,10.0,West,19.6,-,N/A,,Scattered Clouds,280,2015-03-17 19:56:00
1:56 PM,64.0,48.9,58,30.09,10.0,West,21.9,-,N/A,,Scattered Clouds,280,2015-03-17 20:56:00
2:56 PM,64.0,48.0,56,30.08,10.0,West,19.6,-,N/A,,Scattered Clouds,270,2015-03-17 21:56:00
3:56 PM,63.0,48.0,58,30.07,10.0,West,21.9,28.8,N/A,,Scattered Clouds,280,2015-03-17 22:56:00
4:56 PM,62.1,48.9,62,30.06,10.0,West,24.2,-,N/A,,Scattered Clouds,260,2015-03-17 23:56:00
5:56 PM,60.1,48.9,67,30.06,10.0,West,26.5,-,N/A,,Scattered Clouds,270,2015-03-18 00:56:00
6:56 PM,57.9,50.0,75,30.06,10.0,West,16.1,20.7,N/A,,Scattered Clouds,280,2015-03-18 01:56:00
7:56 PM,57.0,51.1,81,30.07,10.0,West,18.4,26.5,N/A,,Partly Cloudy,280,2015-03-18 02:56:00
8:56 PM,55.9,52.0,87,30.07,10.0,West,25.3,35.7,N/A,,Partly Cloudy,270,2015-03-18 03:56:00
9:56 PM,55.9,53.1,90,30.09,10.0,West,18.4,-,N/A,,Partly Cloudy,280,2015-03-18 04:56:00
10:56 PM,55.9,53.1,90,30.09,10.0,West,15.0,-,N/A,,Partly Cloudy,270,2015-03-18 05:56:00
11:56 PM,55.0,52.0,89,30.08,10.0,West,9.2,-,N/A,,Clear,270,2015-03-18 06:56:00


12:56 AM,54.0,51.1,90,30.08,10.0,West,5.8,-,N/A,,Clear,260,2015-03-18 07:56:00
1:56 AM,53.1,51.1,93,30.08,10.0,West,5.8,-,N/A,,Clear,270,2015-03-18 08:56:00
2:56 AM,53.1,51.1,93,30.08,10.0,West,5.8,-,N/A,,Clear,280,2015-03-18 09:56:00
3:56 AM,52.0,52.0,100,30.06,10.0,West,6.9,-,N/A,,Clear,280,2015-03-18 10:56:00
4:56 AM,52.0,51.1,97,30.06,10.0,West,5.8,-,N/A,,Clear,280,2015-03-18 11:56:00
5:56 AM,53.1,53.1,100,30.06,10.0,West,9.2,-,N/A,,Partly Cloudy,260,2015-03-18 12:56:00
6:56 AM,53.1,52.0,96,30.06,10.0,West,6.9,-,N/A,,Scattered Clouds,280,2015-03-18 13:56:00
7:56 AM,53.1,52.0,96,30.06,10.0,SSE,3.5,-,N/A,,Scattered Clouds,160,2015-03-18 14:56:00
8:56 AM,55.9,52.0,87,30.07,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-03-18 15:56:00
9:56 AM,59.0,51.1,75,30.06,10.0,East,5.8,-,N/A,,Partly Cloudy,90,2015-03-18 16:56:00
10:56 AM,60.1,53.1,78,30.06,10.0,ENE,5.8,-,N/A,,Partly Cloudy,60,2015-03-18 17:56:00
11:56 AM,62.1,53.1,72,30.06,10.0,NNE,4.6,-,N/A,,Clear,30,2015-03-18 18:56:00
12:56 PM,68.0,51.1,55,30.06,10.0,NW,10.4,-,N/A,,Partly Cloudy,310,2015-03-18 19:56:00
1:56 PM,68.0,48.9,50,30.04,10.0,WNW,10.4,-,N/A,,Partly Cloudy,290,2015-03-18 20:56:00
2:56 PM,66.9,48.9,52,30.03,10.0,West,17.3,-,N/A,,Partly Cloudy,280,2015-03-18 21:56:00
3:56 PM,66.9,48.9,52,30.02,10.0,WNW,15.0,-,N/A,,Partly Cloudy,290,2015-03-18 22:56:00
4:56 PM,64.0,50.0,60,30.01,10.0,WNW,18.4,-,N/A,,Partly Cloudy,290,2015-03-18 23:56:00
5:56 PM,61.0,51.1,70,30.01,10.0,West,19.6,-,N/A,,Partly Cloudy,270,2015-03-19 00:56:00
6:56 PM,57.9,53.1,84,30.01,10.0,West,21.9,-,N/A,,Partly Cloudy,270,2015-03-19 01:56:00
7:56 PM,57.0,53.1,87,30.02,10.0,West,18.4,-,N/A,,Partly Cloudy,280,2015-03-19 02:56:00
8:56 PM,55.9,53.1,90,30.04,10.0,West,13.8,-,N/A,,Partly Cloudy,270,2015-03-19 03:56:00
9:56 PM,55.4,51.8,88,30.05,10.0,NW,9.2,-,N/A,,Partly Cloudy,320,2015-03-19 04:56:00
10:56 PM,55.0,53.1,93,30.06,10.0,WNW,5.8,-,N/A,,Clear,290,2015-03-19 05:56:00
11:56 PM,54.0,52.0,93,30.05,10.0,West,4.6,-,N/A,,Clear,270,2015-03-19 06:56:00


12:56 AM,55.0,52.0,89,30.06,10.0,West,10.4,-,N/A,,Partly Cloudy,280,2015-03-19 07:56:00
1:56 AM,54.0,53.1,97,30.06,10.0,WNW,9.2,-,N/A,,Partly Cloudy,290,2015-03-19 08:56:00
2:56 AM,54.0,51.1,90,30.06,10.0,Calm,Calm,-,N/A,,Clear,0,2015-03-19 09:56:00
3:56 AM,53.1,52.0,96,30.05,10.0,Calm,Calm,-,N/A,,Clear,0,2015-03-19 10:56:00
4:56 AM,52.0,52.0,100,30.05,10.0,West,4.6,-,N/A,,Clear,270,2015-03-19 11:56:00
5:56 AM,50.0,48.9,96,30.05,10.0,SSW,3.5,-,N/A,,Clear,200,2015-03-19 12:56:00
6:56 AM,51.1,48.9,92,30.06,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-03-19 13:56:00
7:56 AM,53.1,48.9,86,30.07,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-03-19 14:56:00
8:56 AM,57.0,52.0,83,30.07,9.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-03-19 15:56:00
9:56 AM,59.0,55.0,87,30.07,9.0,ENE,4.6,-,N/A,,Partly Cloudy,70,2015-03-19 16:56:00
10:56 AM,60.8,55.4,82,30.07,9.0,ENE,4.6,-,N/A,,Mostly Cloudy,70,2015-03-19 17:56:00
11:56 AM,63.0,55.9,78,30.07,10.0,ENE,4.6,-,N/A,,Mostly Cloudy,60,2015-03-19 18:56:00
12:56 PM,64.0,55.9,75,30.05,10.0,NE,3.5,-,N/A,,Mostly Cloudy,50,2015-03-19 19:56:00
1:56 PM,66.9,59.0,76,30.04,9.0,NNE,4.6,-,N/A,,Mostly Cloudy,20,2015-03-19 20:56:00
2:56 PM,72.0,53.1,51,30.02,10.0,WNW,13.8,-,N/A,,Mostly Cloudy,300,2015-03-19 21:56:00
3:56 PM,73.0,51.1,46,30.01,10.0,WNW,17.3,-,N/A,,Mostly Cloudy,290,2015-03-19 22:56:00
4:56 PM,69.1,51.1,53,30.00,10.0,WNW,15.0,-,N/A,,Mostly Cloudy,290,2015-03-19 23:56:00
5:56 PM,63.0,52.0,67,29.99,10.0,WNW,18.4,-,N/A,,Mostly Cloudy,290,2015-03-20 00:56:00
6:56 PM,61.0,50.0,67,30.00,10.0,West,15.0,-,N/A,,Scattered Clouds,280,2015-03-20 01:56:00
7:56 PM,57.9,52.0,81,30.02,10.0,WNW,19.6,-,N/A,,Partly Cloudy,290,2015-03-20 02:56:00
8:56 PM,57.9,52.0,81,30.04,10.0,WNW,11.5,-,N/A,,Partly Cloudy,290,2015-03-20 03:56:00
9:56 PM,57.9,52.0,81,30.06,10.0,West,15.0,-,N/A,,Partly Cloudy,280,2015-03-20 04:56:00
10:56 PM,57.9,52.0,81,30.06,10.0,WNW,11.5,-,N/A,,Partly Cloudy,300,2015-03-20 05:56:00
11:56 PM,57.0,53.1,87,30.07,10.0,WNW,13.8,-,N/A,,Clear,290,2015-03-20 06:56:00


12:56 AM,55.9,52.0,87,30.07,10.0,West,5.8,-,N/A,,Clear,280,2015-03-20 07:56:00
1:56 AM,55.9,50.0,80,30.07,10.0,West,9.2,-,N/A,,Clear,280,2015-03-20 08:56:00
2:56 AM,54.0,51.1,90,30.06,10.0,South,3.5,-,N/A,,Clear,180,2015-03-20 09:56:00
3:56 AM,54.0,50.0,86,30.06,10.0,South,4.6,-,N/A,,Clear,190,2015-03-20 10:56:00
4:56 AM,53.1,48.9,86,30.05,10.0,West,3.5,-,N/A,,Clear,270,2015-03-20 11:56:00
5:56 AM,52.0,48.0,86,30.06,10.0,SSW,3.5,-,N/A,,Partly Cloudy,200,2015-03-20 12:56:00
6:56 AM,52.0,48.9,89,30.07,10.0,WNW,8.1,-,N/A,,Mostly Cloudy,290,2015-03-20 13:56:00
7:56 AM,53.1,50.0,89,30.08,10.0,South,3.5,-,N/A,,Mostly Cloudy,180,2015-03-20 14:56:00
8:56 AM,57.0,52.0,83,30.10,10.0,WNW,3.5,-,N/A,,Mostly Cloudy,290,2015-03-20 15:56:00
9:56 AM,61.0,50.0,67,30.11,10.0,WNW,6.9,-,N/A,,Mostly Cloudy,290,2015-03-20 16:56:00
10:56 AM,61.0,51.1,70,30.12,10.0,NE,3.5,-,N/A,,Mostly Cloudy,50,2015-03-20 17:56:00
11:56 AM,64.0,50.0,60,30.13,10.0,WNW,10.4,-,N/A,,Mostly Cloudy,300,2015-03-20 18:56:00
12:56 PM,61.0,53.1,75,30.14,10.0,WNW,12.7,-,N/A,,Mostly Cloudy,290,2015-03-20 19:56:00
1:56 PM,66.9,48.0,51,30.12,10.0,NW,6.9,-,N/A,,Partly Cloudy,310,2015-03-20 20:56:00
2:56 PM,71.1,37.0,29,30.13,10.0,WNW,17.3,21.9,N/A,,Mostly Cloudy,290,2015-03-20 21:56:00
3:56 PM,64.0,51.1,63,30.13,10.0,West,13.8,-,N/A,,Mostly Cloudy,270,2015-03-20 22:56:00
4:56 PM,62.1,50.0,65,30.12,10.0,West,11.5,-,N/A,,Mostly Cloudy,280,2015-03-20 23:56:00
5:56 PM,62.1,46.0,56,30.13,10.0,WNW,12.7,-,N/A,,Mostly Cloudy,290,2015-03-21 00:56:00
6:56 PM,61.0,44.1,54,30.12,10.0,West,10.4,-,N/A,,Mostly Cloudy,280,2015-03-21 01:56:00
7:56 PM,59.0,53.1,81,30.14,10.0,West,12.7,-,N/A,,Mostly Cloudy,270,2015-03-21 02:56:00
8:56 PM,57.0,53.1,87,30.14,10.0,West,6.9,-,N/A,,Scattered Clouds,280,2015-03-21 03:56:00
9:56 PM,57.0,55.0,93,30.16,10.0,West,12.7,-,N/A,,Scattered Clouds,260,2015-03-21 04:56:00
10:56 PM,57.0,55.9,96,30.17,10.0,West,11.5,-,N/A,,Scattered Clouds,280,2015-03-21 05:56:00
11:03 PM,57.2,55.4,94,30.17,10.0,West,11.5,-,N/A,,Mostly Cloudy,280,2015-03-21 06:03:00
11:32 PM,57.2,57.2,100,30.17,10.0,West,10.4,-,N/A,,Overcast,270,2015-03-21 06:32:00
11:56 PM,57.9,55.9,93,30.17,10.0,West,10.4,-,N/A,,Overcast,280,2015-03-21 06:56:00


12:17 AM,57.2,57.2,100,30.17,10.0,West,10.4,-,N/A,,Overcast,270,2015-03-21 07:17:00
12:56 AM,57.2,57.2,100,30.17,10.0,West,11.5,-,N/A,,Overcast,270,2015-03-21 07:56:00
1:56 AM,57.9,57.0,97,30.15,10.0,WNW,3.5,-,N/A,,Overcast,290,2015-03-21 08:56:00
2:39 AM,57.2,57.2,100,30.14,10.0,SSE,6.9,-,N/A,,Scattered Clouds,160,2015-03-21 09:39:00
2:56 AM,57.0,55.9,96,30.14,10.0,ESE,8.1,-,N/A,,Mostly Cloudy,120,2015-03-21 09:56:00
3:56 AM,57.0,55.0,93,30.14,10.0,South,4.6,-,N/A,,Overcast,170,2015-03-21 10:56:00
4:33 AM,57.2,55.4,94,30.14,10.0,West,4.6,-,N/A,,Overcast,280,2015-03-21 11:33:00
4:52 AM,57.2,57.2,100,30.14,10.0,NW,3.5,-,N/A,,Overcast,310,2015-03-21 11:52:00
4:56 AM,57.9,57.0,97,30.14,10.0,Calm,Calm,-,N/A,,Overcast,0,2015-03-21 11:56:00
5:56 AM,57.0,57.0,100,30.15,10.0,West,8.1,-,N/A,,Overcast,280,2015-03-21 12:56:00
6:56 AM,57.0,57.0,100,30.16,9.0,WNW,9.2,-,N/A,,Overcast,290,2015-03-21 13:56:00
7:56 AM,57.0,57.0,100,30.16,10.0,WNW,3.5,-,N/A,,Overcast,300,2015-03-21 14:56:00
8:56 AM,57.0,57.0,100,30.17,9.0,Calm,Calm,-,N/A,,Overcast,0,2015-03-21 15:56:00
9:56 AM,57.9,57.0,97,30.18,10.0,Calm,Calm,-,N/A,,Overcast,0,2015-03-21 16:56:00
10:33 AM,60.8,57.2,88,30.19,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-03-21 17:33:00
10:41 AM,60.8,57.2,88,30.18,10.0,NNE,3.5,-,N/A,,Mostly Cloudy,30,2015-03-21 17:41:00
10:56 AM,60.1,57.9,93,30.18,10.0,ENE,3.5,-,N/A,,Mostly Cloudy,60,2015-03-21 17:56:00
11:56 AM,62.1,57.9,86,30.17,10.0,ENE,5.8,-,N/A,,Mostly Cloudy,60,2015-03-21 18:56:00
12:56 PM,64.0,57.9,80,30.16,10.0,ENE,5.8,-,N/A,,Mostly Cloudy,70,2015-03-21 19:56:00
1:56 PM,64.9,59.0,81,30.14,10.0,NE,5.8,-,N/A,,Mostly Cloudy,50,2015-03-21 20:56:00
2:56 PM,71.1,54.0,55,30.11,10.0,NNW,11.5,-,N/A,,Mostly Cloudy,330,2015-03-21 21:56:00
3:56 PM,70.0,53.1,55,30.10,10.0,WNW,13.8,-,N/A,,Mostly Cloudy,290,2015-03-21 22:56:00
4:56 PM,64.0,55.0,73,30.11,10.0,West,23.0,-,N/A,,Mostly Cloudy,280,2015-03-21 23:56:00
5:56 PM,61.0,57.0,87,30.10,10.0,West,18.4,-,N/A,,Mostly Cloudy,270,2015-03-22 00:56:00
6:56 PM,60.1,55.9,86,30.11,10.0,West,15.0,-,N/A,,Mostly Cloudy,280,2015-03-22 01:56:00
7:56 PM,60.1,55.9,86,30.11,10.0,West,15.0,-,N/A,,Mostly Cloudy,280,2015-03-22 02:56:00
8:56 PM,60.1,55.0,83,30.13,10.0,West,15.0,-,N/A,,Mostly Cloudy,280,2015-03-22 03:56:00
9:56 PM,57.9,55.9,93,30.14,10.0,WNW,6.9,-,N/A,,Mostly Cloudy,290,2015-03-22 04:56:00
10:56 PM,57.0,57.0,100,30.14,10.0,NW,5.8,-,N/A,,Mostly Cloudy,320,2015-03-22 05:56:00
11:56 PM,57.9,55.9,93,30.15,10.0,WNW,4.6,-,N/A,,Mostly Cloudy,300,2015-03-22 06:56:00


12:56 AM,57.0,55.9,96,30.16,10.0,NW,4.6,-,N/A,,Mostly Cloudy,320,2015-03-22 07:56:00
1:56 AM,55.9,55.9,100,30.15,10.0,West,3.5,-,N/A,,Mostly Cloudy,260,2015-03-22 08:56:00
2:56 AM,55.9,55.9,100,30.15,10.0,West,4.6,-,N/A,,Mostly Cloudy,280,2015-03-22 09:56:00
3:56 AM,57.9,57.9,100,30.13,10.0,SE,3.5,-,N/A,,Overcast,140,2015-03-22 10:56:00
4:56 AM,57.9,55.0,90,30.13,10.0,SSE,3.5,-,N/A,,Overcast,150,2015-03-22 11:56:00
5:56 AM,59.0,57.0,93,30.13,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-03-22 12:56:00
6:23 AM,59.0,55.4,88,30.13,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-03-22 13:23:00
6:56 AM,59.0,55.9,90,30.14,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-03-22 13:56:00
7:23 AM,59.0,57.2,94,30.14,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-03-22 14:23:00
7:56 AM,59.0,57.0,93,30.14,10.0,SSW,5.8,-,N/A,,Mostly Cloudy,210,2015-03-22 14:56:00
8:38 AM,60.8,57.2,88,30.15,10.0,SSW,5.8,-,N/A,,Mostly Cloudy,200,2015-03-22 15:38:00
8:56 AM,60.1,57.9,93,30.15,10.0,SSE,6.9,-,N/A,,Mostly Cloudy,160,2015-03-22 15:56:00
9:14 AM,60.8,57.2,88,30.15,10.0,South,6.9,-,N/A,,Mostly Cloudy,170,2015-03-22 16:14:00
9:29 AM,60.8,57.2,88,30.15,10.0,SSE,8.1,-,N/A,,Mostly Cloudy,160,2015-03-22 16:29:00
9:56 AM,62.1,55.0,78,30.16,10.0,South,6.9,-,N/A,,Mostly Cloudy,170,2015-03-22 16:56:00
10:56 AM,63.0,54.0,72,30.17,10.0,SW,10.4,-,N/A,,Mostly Cloudy,220,2015-03-22 17:56:00
11:07 AM,62.6,53.6,72,30.17,10.0,SSW,9.2,18.4,N/A,,Mostly Cloudy,200,2015-03-22 18:07:00
11:56 AM,63.0,54.0,72,30.18,10.0,WSW,13.8,-,N/A,,Mostly Cloudy,240,2015-03-22 18:56:00
12:56 PM,64.9,55.0,70,30.17,10.0,SW,9.2,-,N/A,,Mostly Cloudy,220,2015-03-22 19:56:00
1:56 PM,64.0,55.0,73,30.17,10.0,SW,10.4,-,0.00,Rain,Light Rain,230,2015-03-22 20:56:00
2:56 PM,66.0,54.0,65,30.16,10.0,West,17.3,-,0.00,,Mostly Cloudy,270,2015-03-22 21:56:00
3:56 PM,63.0,53.1,70,30.15,10.0,WSW,10.4,-,N/A,,Mostly Cloudy,250,2015-03-22 22:56:00
4:25 PM,62.6,51.8,68,30.15,10.0,WSW,13.8,20.7,N/A,,Mostly Cloudy,240,2015-03-22 23:25:00
4:56 PM,63.0,52.0,67,30.15,10.0,West,15.0,-,N/A,,Mostly Cloudy,260,2015-03-22 23:56:00
5:56 PM,62.1,48.9,62,30.15,10.0,WSW,11.5,-,N/A,,Mostly Cloudy,250,2015-03-23 00:56:00
6:56 PM,61.0,50.0,67,30.16,10.0,WSW,16.1,-,N/A,,Mostly Cloudy,240,2015-03-23 01:56:00
7:56 PM,60.1,54.0,80,30.16,10.0,SW,9.2,-,N/A,,Mostly Cloudy,220,2015-03-23 02:56:00
8:56 PM,60.1,55.0,83,30.17,10.0,SW,16.1,-,N/A,,Mostly Cloudy,230,2015-03-23 03:56:00
9:56 PM,60.1,55.9,86,30.19,10.0,WSW,12.7,-,N/A,,Mostly Cloudy,240,2015-03-23 04:56:00
10:56 PM,59.0,57.0,93,30.19,10.0,SSW,4.6,-,0.04,Rain,Light Rain,200,2015-03-23 05:56:00
11:56 PM,59.0,55.9,90,30.20,10.0,SSW,5.8,-,0.00,,Mostly Cloudy,200,2015-03-23 06:56:00


12:56 AM,59.0,57.0,93,30.20,10.0,South,5.8,-,0.00,,Overcast,180,2015-03-23 07:56:00
1:56 AM,59.0,57.9,96,30.21,10.0,West,9.2,-,0.00,,Overcast,260,2015-03-23 08:56:00
2:56 AM,57.9,57.0,97,30.21,10.0,West,8.1,-,N/A,,Mostly Cloudy,270,2015-03-23 09:56:00
3:56 AM,57.0,55.0,93,30.21,10.0,WSW,10.4,-,N/A,,Scattered Clouds,250,2015-03-23 10:56:00
