"","TimePST","TemperatureF","Dew.PointF","Humidity","Sea.Level.PressureIn","VisibilityMPH","Wind.Direction","Wind.SpeedMPH","Gust.SpeedMPH","PrecipitationIn","Events","Conditions","WindDirDegrees","DateUTC","date","changedTime"
"2778","3:56 AM",50,50,"100",30.05,10,"West","4.6","-","N/A","","Partly Cloudy",270,"2015-04-18 10:56:00","04/18/2015",3
"2779","4:56 AM",50,50,"100",30.04,10,"West","4.6","-","N/A","","Partly Cloudy",270,"2015-04-18 11:56:00","04/18/2015",4
"2780","5:56 AM",50,46.9,"89",30.04,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-04-18 12:56:00","04/18/2015",5
"2781","6:56 AM",48.9,46.9,"93",30.05,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2015-04-18 13:56:00","04/18/2015",6
"2782","7:05 AM",50,46.4,"87",30.05,10,"SW","3.5","-","N/A","","Mostly Cloudy",220,"2015-04-18 14:05:00","04/18/2015",7
"2783","7:56 AM",51.1,50,"96",30.06,10,"South","3.5","-","N/A","","Mostly Cloudy",190,"2015-04-18 14:56:00","04/18/2015",7
"2784","8:56 AM",53.1,52,"96",30.06,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-04-18 15:56:00","04/18/2015",8
"2785","9:05 AM",53.6,51.8,"94",30.05,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2015-04-18 16:05:00","04/18/2015",9
"2786","9:56 AM",55.9,52,"87",30.05,10,"NNE","4.6","-","N/A","","Partly Cloudy",30,"2015-04-18 16:56:00","04/18/2015",9
"2787","10:56 AM",57.9,53.1,"84",30.05,9,"NE","5.8","-","N/A","","Partly Cloudy",40,"2015-04-18 17:56:00","04/18/2015",10
"2788","11:56 AM",61,53.1,"75",30.04,10,"NNE","5.8","-","N/A","","Partly Cloudy",20,"2015-04-18 18:56:00","04/18/2015",11
"2789","12:56 PM",63,53.1,"70",30.01,10,"NNE","6.9","-","N/A","","Partly Cloudy",20,"2015-04-18 19:56:00","04/18/2015",12
"2790","1:56 PM",64.9,52,"63",29.99,10,"WNW","16.1","-","N/A","","Partly Cloudy",300,"2015-04-18 20:56:00","04/18/2015",13
"2791","2:56 PM",64,52,"65",29.97,10,"WNW","20.7","-","N/A","","Partly Cloudy",300,"2015-04-18 21:56:00","04/18/2015",14
"2792","3:56 PM",63,52,"67",29.96,10,"WNW","18.4","-","N/A","","Partly Cloudy",300,"2015-04-18 22:56:00","04/18/2015",15
"2793","4:56 PM",62.1,52,"70",29.94,10,"WNW","19.6","-","N/A","","Scattered Clouds",300,"2015-04-18 23:56:00","04/18/2015",16
"2794","5:56 PM",60.1,52,"75",29.93,10,"WNW","20.7","-","N/A","","Scattered Clouds",290,"2015-04-19 00:56:00","04/19/2015",17
"2795","6:56 PM",55.9,53.1,"90",29.92,10,"WNW","19.6","-","N/A","","Scattered Clouds",290,"2015-04-19 01:56:00","04/19/2015",18
"2796","7:56 PM",53.1,52,"96",29.94,10,"WNW","16.1","-","N/A","","Scattered Clouds",300,"2015-04-19 02:56:00","04/19/2015",19
"2797","8:56 PM",51.8,51.8,"100",29.96,10,"WNW","16.1","-","N/A","","Scattered Clouds",300,"2015-04-19 03:56:00","04/19/2015",20
"2798","9:56 PM",52,52,"100",29.96,10,"WNW","13.8","-","N/A","","Scattered Clouds",290,"2015-04-19 04:56:00","04/19/2015",21
"2799","10:56 PM",52,52,"100",29.96,10,"WNW","11.5","-","N/A","","Partly Cloudy",290,"2015-04-19 05:56:00","04/19/2015",22
"2800","11:56 PM",52,52,"100",29.96,10,"WNW","11.5","-","N/A","","Partly Cloudy",290,"2015-04-19 06:56:00","04/19/2015",23
"2801","12:56 AM",51.1,51.1,"100",29.96,10,"WNW","9.2","-","N/A","","Partly Cloudy",290,"2015-04-19 07:56:00","04/19/2015",0
"2802","1:56 AM",51.1,51.1,"100",29.95,10,"WNW","9.2","-","N/A","","Partly Cloudy",290,"2015-04-19 08:56:00","04/19/2015",1
"2803","2:56 AM",51.8,51.8,"100",29.95,10,"WNW","6.9","-","N/A","","Clear",290,"2015-04-19 09:56:00","04/19/2015",2
"2804","3:20 AM",51.8,51.8,"100",29.96,10,"WNW","5.8","-","N/A","","Mostly Cloudy",290,"2015-04-19 10:20:00","04/19/2015",3
"2805","3:29 AM",51.8,51.8,"100",29.96,10,"WNW","5.8","-","N/A","","Mostly Cloudy",290,"2015-04-19 10:29:00","04/19/2015",3
"2806","3:56 AM",51.1,51.1,"100",29.97,10,"WNW","6.9","-","N/A","","Overcast",290,"2015-04-19 10:56:00","04/19/2015",3
"2807","4:56 AM",52,52,"100",29.96,10,"WNW","4.6","-","N/A","","Overcast",290,"2015-04-19 11:56:00","04/19/2015",4
"2808","5:56 AM",52,52,"100",29.97,10,"WNW","4.6","-","N/A","","Overcast",290,"2015-04-19 12:56:00","04/19/2015",5
"2809","6:56 AM",52,51.1,"97",29.98,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-04-19 13:56:00","04/19/2015",6
"2810","7:56 AM",53.1,51.1,"93",29.99,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-04-19 14:56:00","04/19/2015",7
"2811","8:56 AM",54,52,"93",29.99,10,"NW","5.8","-","N/A","","Mostly Cloudy",310,"2015-04-19 15:56:00","04/19/2015",8
"2812","9:42 AM",55.4,51.8,"88",29.98,10,"Variable","4.6","-","N/A","","Scattered Clouds",0,"2015-04-19 16:42:00","04/19/2015",9
"2813","9:56 AM",57,53.1,"87",29.98,10,"NNE","3.5","-","N/A","","Scattered Clouds",30,"2015-04-19 16:56:00","04/19/2015",9
"2814","10:12 AM",57.2,51.8,"82",29.98,10,"NNE","3.5","-","N/A","","Mostly Cloudy",20,"2015-04-19 17:12:00","04/19/2015",10
"2815","10:35 AM",57.2,51.8,"82",29.98,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2015-04-19 17:35:00","04/19/2015",10
"2816","10:56 AM",59,51.1,"75",29.98,10,"NE","4.6","-","N/A","","Scattered Clouds",50,"2015-04-19 17:56:00","04/19/2015",10
"2817","11:56 AM",60.1,52,"75",29.97,10,"NNE","4.6","-","N/A","","Scattered Clouds",30,"2015-04-19 18:56:00","04/19/2015",11
"2818","12:56 PM",63,53.1,"70",29.94,10,"NW","13.8","-","N/A","","Scattered Clouds",320,"2015-04-19 19:56:00","04/19/2015",12
"2819","1:56 PM",63,52,"67",29.93,10,"WNW","17.3","-","N/A","","Scattered Clouds",300,"2015-04-19 20:56:00","04/19/2015",13
"2820","2:56 PM",63,52,"67",29.91,10,"WNW","18.4","-","N/A","","Scattered Clouds",290,"2015-04-19 21:56:00","04/19/2015",14
"2821","3:56 PM",62.6,51.8,"68",29.9,10,"West","20.7","26.5","N/A","","Scattered Clouds",280,"2015-04-19 22:56:00","04/19/2015",15
"2822","4:56 PM",62.1,52,"70",29.89,10,"West","18.4","-","N/A","","Scattered Clouds",280,"2015-04-19 23:56:00","04/19/2015",16
"2823","5:56 PM",60.1,53.1,"78",29.89,10,"WNW","18.4","-","N/A","","Scattered Clouds",290,"2015-04-20 00:56:00","04/20/2015",17
"2824","6:56 PM",57.9,54,"87",29.89,10,"West","15.0","-","N/A","","Scattered Clouds",270,"2015-04-20 01:56:00","04/20/2015",18
"2825","7:56 PM",55.9,54,"93",29.9,10,"WNW","12.7","-","N/A","","Scattered Clouds",290,"2015-04-20 02:56:00","04/20/2015",19
"2826","8:56 PM",55,53.1,"93",29.91,10,"West","11.5","-","N/A","","Scattered Clouds",270,"2015-04-20 03:56:00","04/20/2015",20
"2827","9:56 PM",54,53.1,"97",29.91,10,"West","10.4","-","N/A","","Scattered Clouds",270,"2015-04-20 04:56:00","04/20/2015",21
"2828","10:56 PM",54,53.1,"97",29.91,10,"WNW","9.2","-","N/A","","Scattered Clouds",290,"2015-04-20 05:56:00","04/20/2015",22
"2829","11:56 PM",53.1,53.1,"100",29.91,10,"West","6.9","-","N/A","","Scattered Clouds",280,"2015-04-20 06:56:00","04/20/2015",23
"2830","12:48 AM",53.6,53.6,"100",29.91,10,"West","6.9","-","N/A","","Mostly Cloudy",280,"2015-04-20 07:48:00","04/20/2015",0
"2831","12:56 AM",54,52,"93",29.91,10,"West","6.9","-","N/A","","Mostly Cloudy",280,"2015-04-20 07:56:00","04/20/2015",0
"2832","1:56 AM",53.1,52,"96",29.9,10,"West","5.8","-","N/A","","Mostly Cloudy",280,"2015-04-20 08:56:00","04/20/2015",1
"2833","1:58 AM",53.6,51.8,"94",29.9,10,"West","5.8","-","N/A","","Mostly Cloudy",270,"2015-04-20 08:58:00","04/20/2015",1
"2834","2:56 AM",54,51.1,"90",29.9,10,"WSW","5.8","-","N/A","","Mostly Cloudy",250,"2015-04-20 09:56:00","04/20/2015",2
"2835","3:56 AM",53.1,51.1,"93",29.9,10,"SW","3.5","-","N/A","","Mostly Cloudy",220,"2015-04-20 10:56:00","04/20/2015",3
"2836","4:56 AM",54,52,"93",29.89,10,"WSW","4.6","-","N/A","","Mostly Cloudy",250,"2015-04-20 11:56:00","04/20/2015",4
"2837","5:56 AM",54,52,"93",29.89,10,"West","6.9","-","N/A","","Overcast",270,"2015-04-20 12:56:00","04/20/2015",5
"2838","6:56 AM",54,52,"93",29.9,10,"SSW","5.8","-","N/A","","Overcast",210,"2015-04-20 13:56:00","04/20/2015",6
"2839","7:56 AM",54,53.1,"97",29.91,10,"Calm","Calm","-","N/A","","Overcast",0,"2015-04-20 14:56:00","04/20/2015",7
"2840","8:56 AM",55,51.1,"86",29.91,10,"Calm","Calm","-","N/A","","Overcast",0,"2015-04-20 15:56:00","04/20/2015",8
"2841","9:56 AM",57,53.1,"87",29.91,10,"WSW","5.8","-","N/A","","Overcast",250,"2015-04-20 16:56:00","04/20/2015",9
"2842","10:56 AM",59,52,"78",29.91,10,"West","6.9","-","N/A","","Overcast",260,"2015-04-20 17:56:00","04/20/2015",10
"2843","11:56 AM",62.1,51.1,"67",29.9,10,"West","9.2","-","N/A","","Mostly Cloudy",260,"2015-04-20 18:56:00","04/20/2015",11
"2844","12:56 PM",64.9,52,"63",29.89,10,"WSW","8.1","-","N/A","","Mostly Cloudy",240,"2015-04-20 19:56:00","04/20/2015",12
"2845","1:03 PM",64.4,51.8,"64",29.88,10,"WSW","6.9","-","N/A","","Partly Cloudy",250,"2015-04-20 20:03:00","04/20/2015",13
"2846","1:56 PM",66.2,51.8,"60",29.88,10,"WNW","17.3","20.7","N/A","","Partly Cloudy",300,"2015-04-20 20:56:00","04/20/2015",13
"2847","2:56 PM",66,52,"60",29.86,10,"WNW","17.3","-","N/A","","Partly Cloudy",290,"2015-04-20 21:56:00","04/20/2015",14
"2848","3:56 PM",64.4,51.8,"64",29.85,10,"West","18.4","21.9","N/A","","Partly Cloudy",280,"2015-04-20 22:56:00","04/20/2015",15
"2849","4:56 PM",63,50,"63",29.85,10,"West","17.3","-","N/A","","Partly Cloudy",270,"2015-04-20 23:56:00","04/20/2015",16
"2850","5:56 PM",61,50,"67",29.85,10,"West","17.3","-","N/A","","Scattered Clouds",270,"2015-04-21 00:56:00","04/21/2015",17
"2851","6:56 PM",59,48.9,"69",29.85,10,"West","17.3","-","N/A","","Mostly Cloudy",270,"2015-04-21 01:56:00","04/21/2015",18
"2852","7:56 PM",55.9,51.1,"84",29.85,10,"West","13.8","-","N/A","","Mostly Cloudy",260,"2015-04-21 02:56:00","04/21/2015",19
"2853","8:56 PM",55.9,51.1,"84",29.86,10,"WSW","8.1","-","N/A","","Mostly Cloudy",250,"2015-04-21 03:56:00","04/21/2015",20
"2854","9:56 PM",55,52,"89",29.88,10,"WSW","8.1","-","N/A","","Scattered Clouds",250,"2015-04-21 04:56:00","04/21/2015",21
"2855","10:56 PM",55,51.1,"86",29.88,10,"WSW","10.4","-","N/A","","Scattered Clouds",250,"2015-04-21 05:56:00","04/21/2015",22
"2856","11:56 PM",55,52,"89",29.88,10,"WSW","9.2","-","N/A","","Scattered Clouds",240,"2015-04-21 06:56:00","04/21/2015",23
"2857","12:56 AM",55,52,"89",29.87,10,"SW","6.9","-","N/A","","Mostly Cloudy",230,"2015-04-21 07:56:00","04/21/2015",0
"2858","1:56 AM",55,52,"89",29.87,10,"SW","10.4","-","N/A","","Mostly Cloudy",220,"2015-04-21 08:56:00","04/21/2015",1
"2859","2:56 AM",55,52,"89",29.86,10,"SSW","8.1","-","N/A","","Overcast",210,"2015-04-21 09:56:00","04/21/2015",2
"2860","3:56 AM",54,53.1,"97",29.87,10,"WSW","8.1","-","N/A","","Overcast",250,"2015-04-21 10:56:00","04/21/2015",3
"2861","4:56 AM",54,52,"93",29.87,10,"SW","10.4","-","N/A","","Overcast",230,"2015-04-21 11:56:00","04/21/2015",4
"2862","5:56 AM",54,51.1,"90",29.87,10,"WSW","9.2","-","N/A","","Overcast",240,"2015-04-21 12:56:00","04/21/2015",5
"2863","6:56 AM",53.6,53.6,"100",29.88,10,"SW","6.9","-","N/A","","Overcast",230,"2015-04-21 13:56:00","04/21/2015",6
"2864","7:56 AM",54,52,"93",29.89,10,"WSW","8.1","-","N/A","","Overcast",240,"2015-04-21 14:56:00","04/21/2015",7
"2865","8:56 AM",54,52,"93",29.91,10,"WSW","10.4","-","N/A","","Overcast",240,"2015-04-21 15:56:00","04/21/2015",8
"2866","9:56 AM",55,52,"89",29.91,10,"WSW","10.4","-","N/A","","Overcast",250,"2015-04-21 16:56:00","04/21/2015",9
"2867","10:56 AM",55.9,52,"87",29.93,10,"WSW","10.4","-","N/A","","Overcast",250,"2015-04-21 17:56:00","04/21/2015",10
"2868","11:56 AM",57,52,"83",29.93,10,"West","11.5","-","N/A","","Overcast",260,"2015-04-21 18:56:00","04/21/2015",11
"2869","12:56 PM",57.9,51.1,"78",29.92,10,"SSW","12.7","-","N/A","","Overcast",210,"2015-04-21 19:56:00","04/21/2015",12
"2870","1:56 PM",57.9,50,"75",29.91,10,"SW","13.8","23.0","N/A","","Overcast",230,"2015-04-21 20:56:00","04/21/2015",13
"2871","2:56 PM",57,53.1,"87",29.9,10,"WSW","16.1","23.0","N/A","","Mostly Cloudy",240,"2015-04-21 21:56:00","04/21/2015",14
"2872","3:56 PM",57,52,"83",29.88,10,"SW","16.1","-","N/A","","Mostly Cloudy",230,"2015-04-21 22:56:00","04/21/2015",15
"2873","4:56 PM",57,52,"83",29.88,10,"SW","13.8","19.6","N/A","","Mostly Cloudy",230,"2015-04-21 23:56:00","04/21/2015",16
"2874","5:56 PM",57,53.1,"87",29.87,10,"SW","11.5","-","N/A","","Mostly Cloudy",230,"2015-04-22 00:56:00","04/22/2015",17
"2875","6:56 PM",57,53.1,"87",29.86,10,"SW","10.4","-","N/A","","Mostly Cloudy",230,"2015-04-22 01:56:00","04/22/2015",18
"2876","7:56 PM",55.9,53.1,"90",29.86,10,"SSW","8.1","-","N/A","","Mostly Cloudy",210,"2015-04-22 02:56:00","04/22/2015",19
"2877","8:56 PM",55,53.1,"93",29.87,10,"South","8.1","-","N/A","","Mostly Cloudy",190,"2015-04-22 03:56:00","04/22/2015",20
"2878","9:56 PM",55.9,51.1,"84",29.88,10,"SSE","4.6","-","N/A","","Mostly Cloudy",160,"2015-04-22 04:56:00","04/22/2015",21
"2879","10:56 PM",55.9,53.1,"90",29.88,10,"SSW","9.2","-","N/A","","Overcast",200,"2015-04-22 05:56:00","04/22/2015",22
"2880","11:56 PM",55,52,"89",29.87,10,"WSW","10.4","-","N/A","","Overcast",240,"2015-04-22 06:56:00","04/22/2015",23
"2881","12:56 AM",54,53.1,"97",29.87,10,"WSW","12.7","-","N/A","","Overcast",250,"2015-04-22 07:56:00","04/22/2015",0
"2882","1:56 AM",53.1,52,"96",29.86,8,"SW","9.2","-","N/A","","Overcast",220,"2015-04-22 08:56:00","04/22/2015",1
"2883","2:56 AM",53.1,52,"96",29.85,8,"WSW","8.1","-","N/A","","Overcast",240,"2015-04-22 09:56:00","04/22/2015",2
"2884","3:03 AM",53.6,51.8,"94",29.85,8,"WSW","8.1","-","N/A","","Overcast",240,"2015-04-22 10:03:00","04/22/2015",3
"2885","3:56 AM",53.1,52,"96",29.86,9,"WSW","9.2","-","N/A","","Overcast",250,"2015-04-22 10:56:00","04/22/2015",3
"2886","4:56 AM",52,52,"100",29.85,9,"WSW","4.6","-","N/A","","Overcast",240,"2015-04-22 11:56:00","04/22/2015",4
"2887","5:56 AM",53.1,51.1,"93",29.86,9,"Calm","Calm","-","N/A","","Overcast",0,"2015-04-22 12:56:00","04/22/2015",5
"2888","6:56 AM",53.1,51.1,"93",29.87,10,"SW","3.5","-","N/A","","Overcast",230,"2015-04-22 13:56:00","04/22/2015",6
"2889","7:56 AM",54,51.1,"90",29.88,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2015-04-22 14:56:00","04/22/2015",7
"2890","8:56 AM",55.9,48.9,"77",29.89,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-04-22 15:56:00","04/22/2015",8
"2891","9:25 AM",57.2,50,"77",29.89,10,"NE","3.5","-","N/A","","Mostly Cloudy",40,"2015-04-22 16:25:00","04/22/2015",9
"2892","9:56 AM",57,51.1,"81",29.9,10,"NNE","5.8","-","N/A","","Mostly Cloudy",30,"2015-04-22 16:56:00","04/22/2015",9
"2893","10:56 AM",57.9,51.1,"78",29.91,10,"NE","5.8","-","N/A","","Overcast",50,"2015-04-22 17:56:00","04/22/2015",10
"2894","11:56 AM",60.1,51.1,"72",29.91,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-04-22 18:56:00","04/22/2015",11
"2895","12:56 PM",62.1,52,"70",29.9,10,"NNE","5.8","-","N/A","","Mostly Cloudy",30,"2015-04-22 19:56:00","04/22/2015",12
"2896","1:47 PM",64.4,51.8,"64",29.88,10,"WNW","8.1","-","N/A","","Mostly Cloudy",300,"2015-04-22 20:47:00","04/22/2015",13
"2897","1:56 PM",64.9,52,"63",29.88,10,"WNW","9.2","-","N/A","","Scattered Clouds",290,"2015-04-22 20:56:00","04/22/2015",13
"2898","2:56 PM",64.9,52,"63",29.88,10,"West","12.7","17.3","N/A","","Scattered Clouds",260,"2015-04-22 21:56:00","04/22/2015",14
"2899","3:52 PM",59,51.8,"77",29.9,10,"West","15.0","-","N/A","","Mostly Cloudy",260,"2015-04-22 22:52:00","04/22/2015",15
"2900","3:56 PM",57.9,51.1,"78",29.91,10,"West","16.1","-","N/A","","Mostly Cloudy",280,"2015-04-22 22:56:00","04/22/2015",15
"2901","4:56 PM",60.1,51.1,"72",29.89,10,"West","16.1","23.0","N/A","","Mostly Cloudy",270,"2015-04-22 23:56:00","04/22/2015",16
"2902","5:04 PM",60.8,51.8,"72",29.89,10,"West","12.7","23.0","N/A","","Mostly Cloudy",270,"2015-04-23 00:04:00","04/23/2015",17
"2903","5:56 PM",60.1,51.1,"72",29.88,10,"West","9.2","-","N/A","","Mostly Cloudy",280,"2015-04-23 00:56:00","04/23/2015",17
"2904","6:56 PM",55.9,52,"87",29.87,9,"West","17.3","-","N/A","","Mostly Cloudy",270,"2015-04-23 01:56:00","04/23/2015",18
"2905","7:56 PM",54,51.1,"90",29.88,9,"West","13.8","-","N/A","","Mostly Cloudy",280,"2015-04-23 02:56:00","04/23/2015",19
"2906","8:56 PM",54,50,"86",29.89,10,"West","11.5","-","N/A","","Scattered Clouds",270,"2015-04-23 03:56:00","04/23/2015",20
"2907","9:56 PM",53.1,48,"83",29.89,10,"West","10.4","-","N/A","","Scattered Clouds",260,"2015-04-23 04:56:00","04/23/2015",21
"2908","10:56 PM",53.1,48,"83",29.89,10,"West","12.7","-","N/A","","Scattered Clouds",270,"2015-04-23 05:56:00","04/23/2015",22
"2909","11:56 PM",53.1,48.9,"86",29.89,8,"WSW","11.5","-","N/A","","Scattered Clouds",250,"2015-04-23 06:56:00","04/23/2015",23
"2910","12:56 AM",53.1,48.9,"86",29.89,10,"SSW","8.1","-","N/A","","Scattered Clouds",210,"2015-04-23 07:56:00","04/23/2015",0
"2911","1:56 AM",52,48.9,"89",29.88,10,"WSW","6.9","-","N/A","","Scattered Clouds",240,"2015-04-23 08:56:00","04/23/2015",1
"2912","2:56 AM",52,48.9,"89",29.88,10,"WSW","6.9","-","N/A","","Scattered Clouds",240,"2015-04-23 09:56:00","04/23/2015",2
"2913","3:56 AM",52,48.9,"89",29.88,10,"WSW","11.5","-","N/A","","Scattered Clouds",240,"2015-04-23 10:56:00","04/23/2015",3
"2914","4:56 AM",51.1,48,"89",29.88,10,"SW","9.2","-","N/A","","Scattered Clouds",230,"2015-04-23 11:56:00","04/23/2015",4
"2915","5:56 AM",51.1,48.9,"92",29.87,10,"SW","10.4","-","N/A","","Scattered Clouds",230,"2015-04-23 12:56:00","04/23/2015",5
"2916","6:56 AM",51.1,48,"89",29.89,8,"SW","5.8","-","N/A","","Partly Cloudy",230,"2015-04-23 13:56:00","04/23/2015",6
"2917","7:45 AM",51.8,48.2,"88",29.89,8,"SSW","5.8","-","N/A","","Mostly Cloudy",200,"2015-04-23 14:45:00","04/23/2015",7
"2918","7:56 AM",52,48.9,"89",29.9,8,"SSW","5.8","-","N/A","","Mostly Cloudy",200,"2015-04-23 14:56:00","04/23/2015",7
"2919","8:26 AM",53.6,48.2,"82",29.9,9,"SSW","5.8","-","N/A","","Scattered Clouds",200,"2015-04-23 15:26:00","04/23/2015",8
"2920","8:56 AM",55.9,48,"75",29.9,8,"South","6.9","-","N/A","","Partly Cloudy",180,"2015-04-23 15:56:00","04/23/2015",8
"2921","9:56 AM",59,59,"100",29.91,9,"SSE","5.8","-","N/A","","Scattered Clouds",150,"2015-04-23 16:56:00","04/23/2015",9
"2922","9:58 AM",59,48.2,"67",29.9,9,"SSE","4.6","-","N/A","","Scattered Clouds",150,"2015-04-23 16:58:00","04/23/2015",9
"2923","10:56 AM",60.1,46,"60",29.9,9,"SE","6.9","-","N/A","","Partly Cloudy",140,"2015-04-23 17:56:00","04/23/2015",10
"2924","11:56 AM",61,46,"58",29.91,10,"Variable","3.5","-","N/A","","Partly Cloudy",0,"2015-04-23 18:56:00","04/23/2015",11
"2925","12:56 PM",63,46.9,"56",29.89,9,"South","9.2","-","N/A","","Mostly Cloudy",170,"2015-04-23 19:56:00","04/23/2015",12
"2926","1:56 PM",66.9,48,"51",29.87,10,"Variable","3.5","-","N/A","","Mostly Cloudy",0,"2015-04-23 20:56:00","04/23/2015",13
"2927","2:20 PM",64.4,48.2,"56",29.87,10,"North","5.8","-","N/A","","Mostly Cloudy",360,"2015-04-23 21:20:00","04/23/2015",14
"2928","2:56 PM",66,46.9,"50",29.88,10,"WSW","12.7","-","N/A","","Mostly Cloudy",250,"2015-04-23 21:56:00","04/23/2015",14
"2929","3:56 PM",64,46.9,"54",29.86,10,"WSW","8.1","-","N/A","","Mostly Cloudy",250,"2015-04-23 22:56:00","04/23/2015",15
"2930","4:56 PM",59,46,"62",29.88,9,"WSW","20.7","28.8","N/A","","Mostly Cloudy",250,"2015-04-23 23:56:00","04/23/2015",16
"2931","5:56 PM",57,44.1,"62",29.88,10,"WSW","20.7","-","N/A","","Mostly Cloudy",250,"2015-04-24 00:56:00","04/24/2015",17
"2932","6:56 PM",55.9,44.1,"64",29.86,10,"WSW","13.8","21.9","N/A","","Mostly Cloudy",250,"2015-04-24 01:56:00","04/24/2015",18
"2933","7:56 PM",55.9,45,"67",29.86,10,"West","12.7","21.9","N/A","","Mostly Cloudy",260,"2015-04-24 02:56:00","04/24/2015",19
"2934","8:56 PM",55.9,46.9,"72",29.88,10,"West","16.1","26.5","N/A","","Mostly Cloudy",260,"2015-04-24 03:56:00","04/24/2015",20
"2935","9:56 PM",55.9,48,"75",29.9,10,"West","21.9","26.5","N/A","","Mostly Cloudy",260,"2015-04-24 04:56:00","04/24/2015",21
"2936","10:56 PM",55,48,"77",29.9,10,"West","21.9","-","N/A","","Mostly Cloudy",270,"2015-04-24 05:56:00","04/24/2015",22
"2937","11:56 PM",55,48.9,"80",29.91,10,"West","26.5","31.1","N/A","","Scattered Clouds",280,"2015-04-24 06:56:00","04/24/2015",23
"2938","12:09 AM",53.6,48.2,"82",29.91,10,"West","21.9","-","N/A","","Mostly Cloudy",280,"2015-04-24 07:09:00","04/24/2015",0
"2939","12:37 AM",53.6,48.2,"82",29.9,10,"West","31.1","40.3","N/A","","Mostly Cloudy",280,"2015-04-24 07:37:00","04/24/2015",0
"2940","12:46 AM",53.6,48.2,"82",29.91,10,"West","34.5","39.1","N/A","","Scattered Clouds",280,"2015-04-24 07:46:00","04/24/2015",0
"2941","12:56 AM",54,48.9,"83",29.91,10,"West","33.4","41.4","N/A","","Mostly Cloudy",270,"2015-04-24 07:56:00","04/24/2015",0
"2942","1:56 AM",55,48.9,"80",29.92,10,"West","34.5","41.4","N/A","","Mostly Cloudy",280,"2015-04-24 08:56:00","04/24/2015",1
"2943","2:56 AM",54,50,"86",29.91,10,"West","26.5","34.5","N/A","","Mostly Cloudy",280,"2015-04-24 09:56:00","04/24/2015",2
"2944","3:17 AM",53.6,50,"88",29.92,10,"West","27.6","32.2","N/A","","Scattered Clouds",270,"2015-04-24 10:17:00","04/24/2015",3
"2945","3:56 AM",53.1,48.9,"86",29.94,10,"West","24.2","29.9","N/A","","Mostly Cloudy",280,"2015-04-24 10:56:00","04/24/2015",3
"2946","4:56 AM",54,48.9,"83",29.95,10,"West","20.7","25.3","N/A","","Mostly Cloudy",270,"2015-04-24 11:56:00","04/24/2015",4
"2947","5:35 AM",53.6,48.2,"82",29.95,10,"West","17.3","-","N/A","","Scattered Clouds",260,"2015-04-24 12:35:00","04/24/2015",5
"2948","5:56 AM",54,48.9,"83",29.96,10,"West","16.1","-","N/A","","Scattered Clouds",270,"2015-04-24 12:56:00","04/24/2015",5
"2949","6:56 AM",53.1,46.9,"80",29.98,10,"West","16.1","-","N/A","","Mostly Cloudy",270,"2015-04-24 13:56:00","04/24/2015",6
"2950","7:56 AM",54,45,"72",29.97,10,"West","24.2","-","N/A","","Mostly Cloudy",260,"2015-04-24 14:56:00","04/24/2015",7
"2951","8:56 AM",55.9,44.1,"64",29.99,10,"West","21.9","32.2","N/A","","Mostly Cloudy",270,"2015-04-24 15:56:00","04/24/2015",8
"2952","9:56 AM",57,45,"64",30.01,10,"West","18.4","29.9","N/A","","Mostly Cloudy",270,"2015-04-24 16:56:00","04/24/2015",9
"2953","10:56 AM",60.1,44.1,"55",30.03,10,"West","19.6","32.2","N/A","","Mostly Cloudy",270,"2015-04-24 17:56:00","04/24/2015",10
"2954","11:56 AM",60.1,44.1,"55",30.05,10,"West","20.7","28.8","N/A","","Mostly Cloudy",270,"2015-04-24 18:56:00","04/24/2015",11
"2955","12:56 PM",61,43,"52",30.05,10,"West","18.4","26.5","N/A","","Scattered Clouds",260,"2015-04-24 19:56:00","04/24/2015",12
"2956","1:56 PM",62.1,43,"50",30.04,10,"West","20.7","28.8","N/A","","Scattered Clouds",260,"2015-04-24 20:56:00","04/24/2015",13
"2957","2:56 PM",61,42.1,"50",30.04,10,"West","15.0","26.5","N/A","","Scattered Clouds",260,"2015-04-24 21:56:00","04/24/2015",14
"2958","3:56 PM",62.1,43,"50",30.03,10,"West","21.9","29.9","N/A","","Mostly Cloudy",280,"2015-04-24 22:56:00","04/24/2015",15
"2959","4:56 PM",59,44.1,"58",30.03,10,"WSW","15.0","26.5","N/A","","Mostly Cloudy",240,"2015-04-24 23:56:00","04/24/2015",16
"2960","5:56 PM",57.9,44.1,"60",30.03,10,"WSW","18.4","24.2","N/A","","Mostly Cloudy",250,"2015-04-25 00:56:00","04/25/2015",17
"2961","6:56 PM",57,45,"64",30.03,10,"West","15.0","-","N/A","","Mostly Cloudy",260,"2015-04-25 01:56:00","04/25/2015",18
